Number,Company,Product,TypeName,Inches,Cpu,Gpu,OpSys,Weight_KG,Ram_GB,IPS,Full HD,Touchscreen,Four_K,HDD,SSD,Flash_Storage,Memory_GB,Price_RM,Price-Filter,ResolutionSize,Cpu2,ScoreCPU$ï..Score,Processor_base,ScorePB$ï..Score,Total_CPU_Score,Simple.Media.Editing,Heavy.Pro.Media.Editing..3D.Design.etc.,Developer,Casual.Gaming,Heavy.Gaming,Documents,Heavy.Book.Keeping,Web.Browsing,V2,Purpose.Filter,Time.Filter,ScreenSize.Filter,OS.Filter
126,Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,Windows 10,2.3,4,0,1,0,0,1,0,0,500,2902,RM 2500-3500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
509,Dell,Latitude 3480,Notebook,14,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,Windows 10,1.76,4,0,0,0,0,1,0,0,500,2902,RM 2500-3500,1366x768,Intel Core i3 6006U ,1,2GHz,4,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
578,Asus,VivoBook Max,Notebook,15.6,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,2,4,0,0,0,0,0,1,0,256,2908,RM 2500-3500,1366x768,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
552,Dell,Vostro 3568,Notebook,15.6,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,2.18,4,0,0,0,0,1,0,0,1,2910,RM 2500-3500,1366x768,Intel Core i3 7100U ,1,2.4GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
483,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,Windows 10,2.2,8,0,0,0,0,0,1,0,128,2921,RM 2500-3500,1366x768,Intel Core i3 6006U ,1,2GHz,4,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
611,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.91,8,0,0,0,0,0,1,0,128,2921,RM 2500-3500,1366x768,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
919,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 920MX,Windows 10,2.79,4,0,0,0,0,1,0,0,1,2921,RM 2500-3500,1600x900,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Large(17 & above),Windows
1200,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U 2.5GHz,Nvidia GeForce GTX 940MX,No OS,2.8,8,0,0,0,0,1,0,0,1,2921,RM 2500-3500,1600x900,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Large(17 & above),Windows
153,Dell,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,AMD Radeon R7 M445,Linux,2.32,8,0,0,0,0,1,0,0,1,2924,RM 2500-3500,1366x768,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
660,Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,2.3,8,0,1,0,0,1,0,0,128,2926,RM 2500-3500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
590,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,2.2,8,0,0,0,0,0,1,0,256,2961,RM 2500-3500,1366x768,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
972,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Intel Core i3 7100U 2.4GHz,Nvidia GeForce 940MX,Linux,2.3,8,0,1,0,0,1,0,0,1,2961,RM 2500-3500,1920x1080,Intel Core i3 7100U ,1,2.4GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
64,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,AMD Radeon 530,Windows 10,2.2,6,0,1,0,0,0,1,0,256,2964,RM 2500-3500,1920x1080,AMD A12-Series 9720P ,3,3.6GHz,4,4.5,0,1,1,0,1,0,1,0,7,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
732,HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,2.05,8,0,0,0,0,1,0,0,1,2966,RM 2500-3500,1366x768,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
1006,Acer,E5 774G,Notebook,17.3,Intel Core i3 6006U 2GHz,Nvidia GeForce 940MX,Windows 10,3.3,4,0,0,0,0,1,0,0,1,2966,RM 2500-3500,1600x900,Intel Core i3 6006U ,1,2GHz,4,2.5,1,0,0,1,0,1,0,1,6,Simple Media Editing,Rarely,Large(17 & above),Windows
125,Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,Linux,2.3,4,0,1,0,0,0,1,0,256,2971,RM 2500-3500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
583,HP,250 G6,Notebook,15.6,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.96,8,0,1,0,0,0,1,0,256,2971,RM 2500-3500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
103,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,Intel Core i5 6200U 2.3GHz,AMD Radeon R5 M330,No OS,2.32,8,0,1,0,0,1,0,0,1,2971,RM 2500-3500,1920x1080,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
128,Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,Windows 10,2.25,4,0,0,0,0,1,0,0,500,2971,RM 2500-3500,1366x768,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
650,Acer,Aspire 3,Notebook,15.6,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,2.1,4,0,0,0,0,0,1,0,256,2971,RM 2500-3500,1366x768,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
725,Lenovo,IdeaPad 520S-14IKB,Notebook,14,Intel Core i3 7130U 2.7GHz,Intel HD Graphics 620,No OS,1.7,8,1,1,0,0,0,1,0,256,2971,RM 2500-3500,1920x1080,Intel Core i3 7130U ,1,2.7GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
726,Lenovo,IdeaPad 320s-14IKB,Notebook,14,Intel Core i3 7130U 2.7GHz,Intel HD Graphics 620,Windows 10,1.7,4,1,1,0,0,0,1,0,128,2971,RM 2500-3500,1920x1080,Intel Core i3 7130U ,1,2.7GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
130,Dell,Inspiron 3567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M430,Linux,2.2,8,0,1,0,0,1,0,0,1,2976,RM 2500-3500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
347,Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,2.1,4,0,0,0,0,1,0,0,500,2986,RM 2500-3500,1366x768,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
522,Dell,Inspiron 3179,2 in 1 Convertible,11.6,Intel Core M 7Y30 1.0GHz,Intel HD Graphics 615,Windows 10,1.39,4,0,0,1,0,0,1,0,128,2991,RM 2500-3500, 1366x768,Intel Core M 7Y30 ,3,1.0GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Very small (10-12 inch),Windows
541,Lenovo,Ideapad 320-15IKBR,Notebook,15.6,Intel Core i7 8550U 1.8GHz,Intel HD Graphics 620,Windows 10,2.2,12,0,0,1,0,1,0,0,1,3021,RM 2500-3500, 1366x768,Intel Core i7 8550U ,4,1.8GHz,2,4.5,0,1,1,0,1,0,1,0,6,Heavy Coding/Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
909,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 920M,Windows 10,2.4,4,0,1,0,0,1,0,0,1,3021,RM 2500-3500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
18,HP,250 G6,Notebook,15.6,Intel Core i5 7200U 2.5GHz,AMD Radeon 520,Windows 10,1.86,4,0,0,0,0,1,0,0,500,3039,RM 2500-3500,1366x768,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
1261,Acer,Aspire A515-51G-59QF,Notebook,15.6,Intel Core i5 8250U 1.6GHz,Nvidia GeForce MX150,Windows 10,2.2,4,1,1,0,0,1,0,0,1,3040,RM 2500-3500,1920x1080,Intel Core i5 8250U ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,5,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
118,Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U 2.0GHz,AMD Radeon R5 M420X,Windows 10,2.18,4,0,0,0,0,1,0,0,1,3045,RM 2500-3500,1366x768,Intel Core i3 6006U ,1,2.0GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
283,HP,Chromebook X360,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Chrome OS,1.4,4,0,0,1,0,0,0,1,32,3050,RM 2500-3500, 1366x768,Intel Celeron Dual Core N3350 ,3,1.1GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Very small (10-12 inch),Chrome
327,HP,Chromebook 13,Notebook,13.3,Intel Pentium Dual Core 4405Y 1.5GHz,Intel HD Graphics 515,Chrome OS,1.29,4,0,0,0,0,0,0,1,32,3050,RM 2500-3500,3200x1800,Intel Pentium Dual Core 4405Y ,1,1.5GHz,1,1,1,0,0,0,0,1,0,1,7,Light Home Use,Most of the time (Daily),Small (12.1-14.0 inch),Chrome
983,Acer,Aspire E5-576G,Notebook,15.6,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,Windows 10,2.23,4,0,1,0,0,1,0,0,1,3055,RM 2500-3500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
113,Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U 2GHz,AMD Radeon R5 M420,Windows 10,2.18,4,0,0,0,0,1,0,0,1,3065,RM 2500-3500,1366x768,Intel Core i3 6006U ,1,2GHz,4,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
17,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,Intel Core i5 7200U 2.5GHz,AMD Radeon 520,Windows 10,1.91,8,0,0,0,0,0,1,0,256,3070,RM 2500-3500,1366x768,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
9,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Intel Core i5 8250U 1.6GHz,AMD Radeon 520,Windows 10,1.91,6,0,1,0,0,0,1,0,256,3070,RM 2500-3500,1920x1080,Intel Core i5 8250U ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,6,Heavy Documents Usage,Most of the time (Daily),Medium (14 -16.9),Windows
559,Acer,Swift 3,Notebook,14,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,1.5,8,1,1,0,0,0,1,0,128,3070,RM 2500-3500,1920x1080,Intel Core i3 7100U ,1,2.4GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
681,Acer,TravelMate P259-G2,Notebook,15.6,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,2.23,4,0,0,0,0,1,0,0,500,3070,RM 2500-3500,1366x768,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
638,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,2.1,4,0,1,0,0,1,0,0,11,3082,RM 2500-3500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
143,HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,AMD A12-Series 9700P 2.5GHz,AMD Radeon R7 Graphics,Windows 10,2.04,8,0,0,0,0,1,0,0,2,3120,RM 2500-3500,1366x768,AMD A12-Series 9700P ,3,2.5GHz,3,4,1,0,1,0,1,0,1,0,6,Basic Developer,Occasionally(Few time per week),Medium (14 -16.9),Windows
545,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,1.74,4,1,1,1,0,0,1,0,256,3120,RM 2500-3500,1920x1080,Intel Core i3 7100U ,1,2.4GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
800,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,2.04,8,0,0,0,0,1,0,0,2,3120,RM 2500-3500,1366x768,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
922,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 920MX,No OS,2.2,8,0,0,0,0,1,0,0,500,3120,RM 2500-3500,1366x768,Intel Core i7 6500U ,2,2.5GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
969,Acer,Aspire E5-774G,Notebook,17.3,Intel Core i3 6006U 2.0GHz,Nvidia GeForce 940MX,Windows 10,3.3,8,0,0,0,0,1,0,0,1,3120,RM 2500-3500,1600x900,Intel Core i3 6006U ,1,2.0GHz,2,1.5,1,0,0,1,0,1,0,1,6,Casual Gaming,Rarely,Large(17 & above),Windows
976,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,No OS,2.2,8,0,1,0,0,0,1,0,256,3120,RM 2500-3500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
727,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,Intel Core i3 7130U 2.7GHz,Intel HD Graphics 620,Windows 10,2.05,4,0,1,0,0,0,1,0,128,3125,RM 2500-3500,1920x1080,Intel Core i3 7130U ,1,2.7GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
558,Acer,Swift 3,Notebook,14,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,1.8,4,1,1,0,0,0,1,0,128,3155,RM 2500-3500,1920x1080,Intel Core i3 7100U ,1,2.4GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
451,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,Windows 10,1.8,4,1,1,1,0,0,1,0,128,3164,RM 2500-3500,1920x1080,Intel Core i7 6500U ,2,2.5GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
453,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,Windows 10,1.8,4,1,1,1,0,0,1,0,128,3164,RM 2500-3500,1920x1080,Intel Core i7 6500U ,2,2.5GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
455,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,Windows 10,1.8,4,1,1,1,0,0,1,0,128,3164,RM 2500-3500,1920x1080,Intel Core i7 6500U ,2,2.5GHz,3,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Small (12.1-14.0 inch),Windows
154,Dell,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,AMD Radeon R7 M445,Windows 10,2.36,8,0,1,0,0,1,0,0,1,3168,RM 2500-3500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
152,Dell,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,AMD Radeon R7 M445,Windows 10,2.36,8,0,0,0,0,1,0,0,1,3169,RM 2500-3500,1366x768,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
123,Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,Windows 10,2.3,4,0,1,0,0,0,1,0,256,3169,RM 2500-3500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
604,HP,250 G6,Notebook,15.6,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.86,8,0,1,0,0,1,0,0,1,3169,RM 2500-3500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
993,Acer,Aspire A515-51G,Notebook,15.6,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,Windows 10,2.2,4,0,1,0,0,1,0,0,500,3169,RM 2500-3500,1920x1080,Intel Core i7 7500U ,2,2.7GHz,3,3,1,0,0,1,0,0,1,0,6,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
630,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,1.5,6,0,1,1,0,1,0,0,1,3169,RM 2500-3500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
493,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,Windows 10,2.5,8,0,0,0,0,0,1,0,256,3174,RM 2500-3500,1600x900,Intel Core i3 6006U ,1,2GHz,4,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Occasionally(Few time per week),Large(17 & above),Windows
216,Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 1.44GHz,Intel HD Graphics 400,Windows 10,0.69,4,1,0,1,0,0,0,1,64,3205,RM 2500-3500,1920x1200,Intel Atom x5-Z8550 ,3,1.44GHz,1,3,1,0,0,1,0,0,1,0,7,Heavy Documents Usage,Most of the time (Daily),Very small (10-12 inch),Windows
8,Dell,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U 1.6GHz,AMD Radeon 520,Linux,2.2,8,0,1,0,0,1,0,0,1,3209,RM 2500-3500,1920x1080,Intel Core i5 8250U ,3,1.6GHz,2,3.5,1,0,1,1,0,0,1,0,6,Heavy Documents Usage,Occasionally(Few time per week),Medium (14 -16.9),Windows
65,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,AMD A9-Series A9-9420 3GHz,AMD Radeon 530,Windows 10,1.95,6,1,1,0,0,0,1,0,256,3219,RM 2500-3500,1920x1080,AMD A9-Series A9-9420 ,1,3GHz,4,2.5,1,0,0,1,0,1,0,1,7,Simple Media Editing,Most of the time (Daily),Medium (14 -16.9),Windows
364,Dell,Inspiron 5368,Notebook,13.3,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,1.62,8,0,1,1,0,1,0,0,1,3219,RM 2500-3500,1920x1080,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
378,Fujitsu,LifeBook A556,Notebook,15.6,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,2.3,4,0,0,0,0,0,1,0,256,3219,RM 2500-3500,1366x768,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
557,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,1.71,4,0,1,1,0,1,0,0,1,3219,RM 2500-3500,1920x1080,Intel Core i3 7100U ,1,2.4GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Most of the time (Daily),Small (12.1-14.0 inch),Windows
644,Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,2.25,12,0,0,0,0,1,0,0,1,3219,RM 2500-3500,1366x768,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
1198,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U 2.5GHz,Nvidia GeForce GTX 940M,Windows 10,2.8,6,0,0,0,0,1,0,0,1,3219,RM 2500-3500,1600x900,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Large(17 & above),Windows
24,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,AMD A9-Series A9-9420 3GHz,AMD Radeon 520,Windows 10,2.1,6,0,1,0,0,1,1,0,1281,3224,RM 2500-3500,1920x1080,AMD A9-Series A9-9420 ,1,3GHz,4,2.5,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
346,HP,ProBook 450,Notebook,15.6,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,Windows 10,2.07,4,0,0,0,0,1,0,0,500,3224,RM 2500-3500,1366x768,Intel Core i3 6100U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Occasionally(Few time per week),Medium (14 -16.9),Windows
358,Acer,TravelMate P238-M,Notebook,13.3,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,1.6,4,0,0,0,0,0,1,0,128,3249,RM 2500-3500,1366x768,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Most of the time (Daily),Small (12.1-14.0 inch),Windows
1255,Acer,Aspire 5,Notebook,17.3,Intel Core i3 7130U 2.7GHz,Nvidia GeForce MX130,Windows 10,3,4,1,1,0,0,1,0,0,1,3249,RM 2500-3500,1920x1080,Intel Core i3 7130U ,1,2.7GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Large(17 & above),Windows
53,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,AMD A10-Series 9620P 2.5GHz,AMD Radeon 530,Windows 10,2.71,6,1,1,0,0,1,0,0,2,3249,RM 2500-3500,1920x1080,AMD A10-Series 9620P ,3,2.5GHz,3,4,1,0,1,0,1,0,1,0,7,Basic Developer,Occasionally(Few time per week),Large(17 & above),Windows
594,Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,2.18,4,0,1,0,0,1,0,0,1,3259,RM 2500-3500,1920x1080,Intel Core i5 7200U ,1,2.5GHz,3,2,1,0,0,1,0,1,0,1,6,Simple Media Editing,Occasionally(Few time per week),Medium (14 -16.9),Windows
102,Lenovo,IdeaPad 300-17ISK,Notebook,17.3,Intel Core i5 6200U 2.3GHz,AMD Radeon R5 M330,Windows 10,3,8,0,0,0,0,1,0,0,1,3269,RM 2500-3500,1600x900,Intel Core i5 6200U ,1,2.3GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Occasionally(Few time per week),Large(17 & above),Windows
151,Dell,Insprion 5767,Notebook,17.3,Intel Core i3 6006U 2.0GHz,AMD Radeon R7 M445,Windows 10,2.36,4,0,0,0,0,1,0,0,1,3269,RM 2500-3500,1600x900,Intel Core i3 6006U ,1,2.0GHz,2,1.5,1,0,0,1,0,1,0,1,7,Casual Gaming,Occasionally(Few time per week),Large(17 & above),Windows
